sentence,video_count
আমার খালু দেখতে ভালো,1
আমার চাচা অনেক ভালো,1
আমার চাচা অনেক সুন্দর,1
আমার চাচা নেই,1
আমার চাচা ভালো আছে,1
আমার চাচা সুন্দর,1
আমার চাচী  ভাল,1
আমার চাচী নেই,1
আমার চাচী ভালো আছে,1
আমার চুলকানী হয়েছে,1
আমার ছুটি চাই,1
আমার ছেলে আছে,1
আমার ছেলে ভালো,1
আমার ছেলে সুন্দর,1
আমার ছোট বোন,1
আমার ছোট ভাই আছে,1
আমার ছোট ভাই নেই,1
আমার ছোট ভাই সুন্দর,1
আমার জন্মদিন ১২ অক্টোবর,1
আমার জামাটা সুন্দর,1
আমার ডায়েরি সুন্দর,1
আমার দাদা অনেক খুশি,1
আমার দাদা অনেক ভালো,1
আমার দাদা বাসায় থাকে,1
আমার দাদা ভালো,1
আমার দাদা মারা গেছে,1
আমার দাদি ভালো,1
আমার দুলাভাই ভালো,1
আমার দেবর ভালো,1
আমার ননদ ভালো,1
আমার নানা অনেক ভালো,1
আমার নানা নেই,1
আমার নানী দাদী ভালো আছে,1
আমার নানী বাসায় থাকে,1
আমার নাম আবির,1
আমার নাম,1
আমার পরিবার ভাল,1
আমার পরিবার সুন্দর,1
আমার পরিবারের সাথে দেখা হয়েছে,1
আমার পরীক্ষা ভালো হয়েছে,1
আমার পেশা প্রকৌশলী,1
আমার পেশা ব্যবসা,1
আমার পেশা শিক্ষক,1
আমার প্রশংসা পত্র আছে,1
আমার প্রশংসা পত্র কই,1
আমার প্রশ্ন ১ টি,1
আমার প্রিয় গায়ক,1
আমার প্রিয় রঙ কমলা,1
আমার প্রিয় রঙ কালো,1
আমার প্রিয় রঙ গোলাপী,1
আমার প্রিয় রঙ নীল,1
আমার প্রিয় রঙ লাল,1
আমার প্রিয় রঙ সবুজ,1
আমার প্রিয় রঙ সাদা,1
আমার প্রিয় রঙ হলুদ,1
আমার প্রয়োজন,1
আমার ফুফা ভালো,1
আমার ফুফা সৎ পুলিশ,1
আমার ফুফু ভালো,1
আমার বউ দেখতে সুন্দর,1
আমার বন্ধু কথা বলতে পারে না,1
আমার বন্ধু ঘুমায়,1
আমার বন্ধু তোকি ভালো গান করে,1
আমার বন্ধু পড়ায় ভালো,1
আমার বন্ধু যাচ্ছে,1
আমার বন্ধুর বাবা উকিল,1
আমার বন্ধুরা অনেক ভালো,1
আমার বর দেখতে সুন্দর,1
আমার বাবা usa তে থাকে,1
আমার বাবা অনেক খুশি,1
আমার বাবা অলস,1
আমার বাবা ইশারা ভাষা জানে,1
আমার বাবা নেই,1
আমার বাবা মারা গেছে,1
আমার বাবা যাচ্ছে,1
আমার বাবা হসপিটালে গেছে,1
আমার বাবু সুন্দর,1
আমার বাবুটা সুন্দর,1
আমার বাসা আছে,1
আমার বাসা ভালো না,1
আমার বাসা ভালো,1
আমার বাসায় আসো,1
আমার বাড়ি ঢাকায়,1
আমার বোন অনেক খুশি,1
আমার বোন অনেক ডিপ্রেশনে আসে,1
আমার বোন অলস,1
আমার বোন এখন শিক্ষাগ্রহণ করছে,1
আমার বোন নেই,1
আমার বোন ভালো,1
আমার বোন মারা গিয়েছে,1
আমার বোনের জর,1
আমার বড় বোন অনেক খুশি,1
আমার বড় বোন আছে,1
আমার বড় বোন মারা গেছে,1
আমার বড় বোন,1
আমার বড় ভাই  সুন্দর দেখতে,1
আমার বড় ভাই অনেক খুশি,1
আমার বড় ভাই অলস,1
আমার বড় ভাই নেই,1
